0;0;5014;1196;1013;0;0;2301;683;0;0;4226;4862;0;71;0;0;911;0;0;3999;0;0;1298;294;0;1573;0;0;0;0;0;0;1038;2394;0;2405;0;3517;4011;2271;3254;0;0;0;3163;4546;0;966;3739;3665;0;5086;0;0;3379;0;3095;417;1740;4779;3473;1582;0;4418;772;0;4081;531;0;591;0;0;1605;0;0;4972;0;0;280;0;0;0;1035;0;0;3507;4472;0;0;3758;0;1976;0;2291;0;0;0;0;0;0;4704;0;0;3896;472;4256;0;3572;3841;184;2534;4279;2228;0;0;1227;1104;0;0;0;0;0;509;0;3992;3981;0;0;1919;0;0;0;0;0;3471;0;0;2877;712;4862;0;3098;0;0;30;0;1472;0;0;0;3072;3637;0;0;0;0;4199;0;4293;2254;4967;0;0;3752;4306;4735;3696;0;0;1957;1704;3094;0;0;370;4759;0;0;0;0;1448;0;0;0;4488;87;1392;0;756;2533;2758;2728;0;5037;4491;2412;0;3730;0;0;4810;584;0;1630;0;0;0;0;3548;818;1224;0;68;4064;3160;152;0;0;0;0;0;73;2080;0;4929;722;5035;0;0;0;2227;0;4260;3229;0;0;51;0;0;3319;2322;0;5027;0;3839;2077;0;0;2663;5021;3292;5183;4022;3205;2535;0;0;0;2823;3709;0;0;174;0;0;0;3838;3957;0;3552;3868;0;0;0;4358;1327;0;0;0;2923;597;0;2655;0;0;81;4903;5040;565;0;0;0;3518;0;1728;0;0;805;0;932;590;3161;0;0;5128;0;0;2516;0;1473;4956;4551;0;2176;5133;0;0;0;2295;0;0;0;270;0;1034;3382;0;4781;1516;0;4467;0;4721;4195;709;4263;529;0;2611;0;709;3695;0;2377;0;0;0;2498;1366;910;0;209;0;0;264;4103;0;1192;1958;0;2150;3974;0;1250;3188;0;0;249;0;0;0;0;0;4150;0;0;0;0;4717;1971;3966;3664;102;0;2179;0;0;0;5177;2271;0;4253;3227;0;2638;0;1292;2866;2818;3209;0;3840;0;3308;0;734;2434;0;2142;3088;2317;5145;3597;2879;2667;1430;5056;0;828;0;4744;0;3243;0;0;0;1867;0;4186;189;1508;0;0;0;0;0;1268;0;0;0;830;3578;231;0;1654;1467;0;1397;2056;0;0;0;2378;0;1708;593;0;655;408;0;0;0;0;3492;0;0;984;856;593;0;0;2432;0;0;0;3241;0;3963;4852;0;2595;3398;0;1900;0;0;0;0;1857;4563;4289;0;3558;0;3418;1479;0;0;0;2497;0;0;2637;0;2650;2628;2732;3774;0;550;2479;0;0;0;1925;0;0;3112;192;0
3689;0;1441;4415;3654;3587;0;0;2943;29;631;1374;171;0;3473;2936;0;0;2774;0;4414;0;0;863;0;3301;4446;1631;0;3776;3308;3877;0;0;3512;0;2379;0;4798;0;635;263;0;3271;0;3921;4079;0;4324;4305;3642;2134;0;0;0;1070;1751;0;3213;1282;0;4891;0;0;0;4010;0;4600;0;938;0;2934;0;0;0;273;0;0;4629;0;0;3846;0;4057;0;0;0;1488;0;0;0;0;1565;4079;3238;0;1909;443;0;2777;859;3782;0;0;1234;85;3554;0;0;932;0;0;0;4335;0;0;0;0;4369;2599;1843;0;0;3338;0;2426;923;402;0;743;0;0;4803;0;0;0;4291;0;3589;0;561;0;1623;3640;789;0;0;0;0;1316;0;0;0;0;2930;196;5158;4661;1901;3650;0;5198;0;3355;4924;0;0;1998;0;0;0;3265;0;2781;0;0;0;0;0;0;0;0;0;1207;0;0;0;4533;0;4729;846;714;0;4643;1522;0;0;0;0;0;3386;3317;0;0;1370;4972;4915;1061;2082;0;313;2628;4400;3724;0;0;0;590;2677;2325;0;0;0;0;0;0;2778;1513;0;0;0;1056;5003;0;4907;0;0;3342;0;3472;0;1847;1242;0;0;0;1374;0;4815;0;189;3211;0;2284;0;0;2296;2093;0;159;2074;0;0;2419;3424;1359;0;4807;4993;3084;4584;0;2068;4975;858;1548;641;0;5053;0;0;1430;0;1392;2207;0;1729;3682;1732;3946;4058;0;0;0;0;0;0;621;2120;2843;2499;5107;0;0;4706;0;2470;499;0;0;0;779;2746;3894;3462;3070;0;2299;0;607;4630;3903;1476;4344;0;0;1480;0;4324;2472;1962;0;3631;0;2119;0;1845;0;57;0;0;0;1138;3046;0;0;0;0;0;2957;505;1814;4444;3358;4358;4314;1939;0;0;0;0;0;0;0;4300;3375;1883;3974;0;0;4978;0;0;2435;2349;2256;4778;0;0;0;988;0;0;3396;0;2977;0;4773;0;0;2922;0;0;0;4104;0;3442;0;0;1536;4743;0;0;1114;2006;0;2699;0;4749;0;4700;0;4706;4097;2476;3285;4483;0;0;3011;3948;0;0;1318;3809;1097;0;1040;0;0;0;0;4316;967;0;5100;1431;0;0;4581;0;3513;0;0;2863;0;2452;0;0;1391;0;4277;0;0;0;0;0;109;2862;0;937;0;3633;0;1146;0;0;2652;337;0;0;88;1478;509;0;4793;0;0;0;723;4017;817;3445;4939;3743;488;2464;1352;0;0;0;2748;4040;0;0;1368;0;0;0;0;0;0;2159;1903;0;0;1818;2010;3027;0;1502;2052;0;3977;1679;0;0;0;0;5080;0
0;4711;0;373;0;0;0;0;3265;4005;1342;0;412;0;686;0;2452;0;4330;0;0;3378;3762;1148;4114;2341;0;0;4834;0;3511;3182;0;4346;0;2081;699;0;0;2744;0;4830;0;0;0;1063;0;706;0;2296;2852;1026;0;604;199;185;4030;503;5090;2203;0;0;1674;534;0;0;1471;0;0;0;0;0;0;4891;0;0;760;0;0;2265;1649;0;0;957;621;0;1607;2372;0;0;2703;964;0;0;1747;0;0;2571;2789;0;0;2370;2822;3426;3534;4046;3597;0;2065;2612;0;0;2980;0;1516;0;0;1100;0;1161;0;3717;884;0;1415;0;1263;1165;5068;0;1068;1007;0;3286;3114;0;4734;272;0;0;0;528;1944;1802;650;0;5185;0;0;0;286;0;0;0;4473;0;994;0;726;5075;0;5008;450;0;0;0;4457;0;3692;0;0;0;3604;3141;514;790;1659;0;0;2259;0;2673;1792;0;2068;0;0;0;0;0;0;0;0;1558;4694;2094;4692;0;0;1846;2313;0;3213;3678;1587;1683;0;475;0;3795;0;0;0;0;0;4974;0;0;4700;0;4599;3938;59;4682;0;0;4702;0;1189;0;2539;2653;5016;0;1308;0;725;1363;0;0;0;850;492;0;0;3455;5057;122;457;2307;0;4750;0;0;0;0;3860;3417;1251;0;1067;0;4202;4683;0;0;2015;5187;868;3752;3086;0;0;777;1167;423;0;2244;1498;0;0;4340;2839;2341;0;0;1335;0;3205;4439;0;560;4494;0;0;2291;3900;0;2104;0;0;0;8;1601;1217;975;1538;0;3026;0;0;0;0;0;1176;0;1509;0;0;3050;0;0;4895;0;0;4000;1492;1285;4193;2159;0;4343;0;3449;0;2028;3082;1469;0;0;4861;0;0;1905;4136;850;0;584;2787;508;0;2165;0;0;0;1797;0;4880;252;4419;5132;0;0;0;0;4669;3454;3250;4896;0;1228;0;0;0;2450;0;705;0;3509;2678;2266;2186;0;2019;2278;1576;157;528;3757;0;1048;3796;0;0;0;4544;3322;0;3046;0;0;2469;367;0;0;0;0;0;4525;0;3484;2624;524;0;0;0;1357;0;0;0;2386;0;3791;2810;3588;0;1705;0;0;3130;0;0;0;1456;2925;1399;0;0;0;0;721;4012;0;2056;941;4032;0;1041;0;1862;0;0;2175;409;0;0;0;3940;0;2908;1203;0;4892;1518;4372;198;0;0;0;4497;0;331;0;0;0;0;0;0;0;4099;2098;0;2118;3705;0;4679;0;0;4677;3549;1284;0;0;1942;3146;0;4511;0;4379;57;2348;0;2466;0;3788;3899;0;3106;1516;1048;0;0;0;0;3062;0;0;703;0;0;359
0;0;0;4452;0;3967;0;2850;2679;0;0;3873;0;0;0;4011;0;3436;0;1529;0;1032;0;0;0;3026;3839;0;2420;0;0;0;0;0;0;0;37;702;4831;4359;49;0;807;4146;4584;0;0;0;1504;1011;0;0;0;2272;0;1405;0;1754;3957;1327;0;1721;0;0;0;786;8;0;544;2441;3620;4227;1971;862;4699;3374;0;1240;0;1298;3325;0;3514;0;1790;3231;0;357;0;0;1128;2832;0;1048;4450;88;4452;0;0;4687;359;1065;2265;0;3601;3480;3987;3945;1641;2231;1697;0;0;1480;4727;2883;0;1927;1267;3560;0;2393;1772;0;660;511;1544;0;1759;4778;4413;0;3295;0;0;63;0;0;4348;2130;1164;0;1404;3862;4161;0;0;0;0;0;0;3212;0;4418;893;1804;0;0;732;0;0;0;3893;970;0;0;1171;4669;0;3151;3085;3295;0;0;3502;0;0;2297;903;0;0;1142;0;2643;0;0;3077;0;2148;1349;735;0;0;0;3370;0;4100;240;5011;0;2943;4363;0;0;0;0;0;3882;0;0;0;0;442;0;1945;0;0;0;0;0;0;1507;0;0;3061;2821;878;758;5206;674;423;2520;0;850;4922;0;1267;488;0;1098;0;0;0;1570;0;0;3235;4857;3372;4371;2792;360;0;0;0;0;0;1883;4314;0;0;4161;53;4444;593;0;0;0;4634;0;0;0;2252;0;3300;0;112;0;0;965;0;3599;0;0;895;0;0;0;4985;0;0;2234;0;1392;105;3922;925;0;0;0;0;1938;0;4010;0;1891;3593;652;0;0;388;0;0;0;4358;0;4371;1309;2811;2623;0;0;0;4605;0;0;0;2371;2931;2458;2784;2850;0;0;936;1243;0;4956;1811;3317;0;617;3481;0;0;1146;4951;141;1569;3011;0;0;0;0;0;4010;1536;0;1698;0;4789;0;4184;2625;1528;4195;3960;4986;0;2466;2746;1248;4373;4747;2157;0;1778;0;4286;0;4507;461;2498;0;4376;3323;4764;0;15;4138;0;1828;3126;0;504;0;0;0;0;0;0;0;0;613;0;0;2137;643;4601;0;0;2189;0;0;3694;5189;2150;0;1157;3536;4916;0;3367;0;0;0;0;0;0;3583;137;1774;649;0;0;3566;0;0;0;3538;4504;0;0;2783;4193;0;0;0;4763;0;0;4543;0;0;4061;3394;638;458;0;4004;0;4022;0;1285;0;0;0;0;457;0;0;0;0;0;0;3986;2621;4745;3586;0;599;0;1099;0;4329;2134;4194;0;887;2983;1134;1969;2747;0;0;0;56;1197;4741;2931;2416;594;0;0;0;0;0;1794;4172;61;0;3487;1152;3528;0;0;3713;4765;0;0;0
169;0;2918;3988;0;0;0;0;992;1010;0;3503;4551;1059;0;2327;0;0;0;2049;0;3250;0;0;2168;0;5095;2940;3833;3073;0;5139;0;3654;0;0;0;0;0;1274;3690;1117;0;5005;1855;0;569;459;747;0;0;0;0;3779;0;0;2861;0;3206;0;0;0;0;4184;0;0;724;0;72;2437;0;0;3527;0;0;1851;0;4296;315;0;0;0;869;584;2568;0;645;0;1715;0;1900;0;0;0;1953;0;0;661;1596;1281;0;0;0;0;0;3690;0;0;2701;0;1767;0;4846;1847;3280;2428;4938;0;2239;0;0;1393;0;526;804;1796;0;1640;4134;4123;0;4946;0;5123;2814;2988;0;0;0;3564;3643;4775;0;1931;2490;2892;3618;0;2820;0;0;1342;4551;0;3669;1984;0;5029;5013;0;0;4906;832;1191;0;0;0;0;0;0;4906;4721;3288;1118;877;0;0;1346;1365;3215;0;0;0;293;3148;0;891;0;1111;0;373;1184;0;0;0;0;0;0;0;0;1009;0;3257;2565;599;3123;453;0;4285;0;0;0;2135;533;0;2219;0;0;0;0;4509;1360;0;0;3951;4069;1355;0;0;0;908;0;0;0;0;153;2271;0;0;113;0;0;0;3287;0;0;707;0;0;4772;0;0;5138;4213;4976;5007;559;0;0;0;3667;0;0;1988;0;3354;0;0;569;1943;0;0;670;0;0;3266;0;0;0;3273;3119;638;0;2299;0;3629;0;1079;0;0;1186;0;0;0;0;5013;4884;0;0;0;0;0;661;5010;4272;2104;0;0;1598;3710;3559;4745;0;0;2512;0;0;0;0;2145;4901;1557;4220;363;4371;661;0;3877;1134;2824;2314;73;0;0;0;333;2729;0;0;0;913;4824;4641;5086;0;0;0;0;2837;0;0;4439;2053;3696;0;3675;722;4250;0;3178;796;1857;4452;0;1753;0;3212;1171;0;0;5135;0;2236;0;1434;4052;0;0;2769;2885;0;0;0;0;3026;0;0;0;0;2520;3307;3184;3338;0;3462;0;3343;0;0;0;0;0;100;611;2331;0;0;2246;0;2556;5033;0;3480;0;0;5117;3099;686;0;0;1742;4699;389;0;0;0;0;5132;4408;1384;1818;2515;3723;1400;3793;4672;0;0;0;3487;0;2265;4669;0;1083;0;0;4575;0;1796;0;0;4439;3112;1647;0;0;0;0;0;0;2867;1463;3035;0;2792;0;0;0;0;466;0;3396;0;4970;0;313;2555;0;0;2956;0;1247;0;0;2557;2316;2818;0;0;2469;3208;0;3645;0;4332;0;0;0;0;3593;4052;0;4833;0;4689;0;0;0;3407;3937;4475;0;0;944;1335;2110;0;0;0;0
0;1357;126;0;2227;0;0;0;1639;0;3217;0;0;61;1760;0;0;0;0;4906;0;4832;0;0;4372;0;0;1461;0;0;3273;0;4159;4254;0;1009;0;0;2116;0;0;0;2504;872;4;1928;1275;0;1210;0;4806;0;0;3640;0;0;0;3265;3187;2240;458;0;0;447;1207;0;0;0;4562;0;809;4931;2652;1228;0;0;0;5001;5152;0;0;2702;0;0;5087;4221;7;0;0;0;505;0;0;4577;1945;1347;1366;0;4380;2525;0;440;1383;0;0;4487;3028;2538;0;0;0;2460;362;0;5205;2685;0;1781;0;0;2854;0;0;0;0;2612;1257;1091;0;3634;0;4084;148;4939;0;0;0;5085;0;1597;367;0;0;0;4269;0;0;0;0;0;4572;0;0;931;0;652;0;0;0;5149;0;0;859;0;5207;1571;3978;3154;4755;597;0;2969;0;290;218;2329;0;5106;0;1993;0;4187;0;1654;437;0;0;0;0;4989;3211;0;3993;0;0;3909;1536;0;0;0;0;0;0;2056;0;0;0;2507;0;2597;1003;0;0;0;0;291;0;4513;0;0;0;2264;0;799;0;554;1244;0;0;3940;1367;0;0;0;0;1047;4617;5052;0;3706;0;5136;0;0;0;0;3064;4415;0;914;0;3569;813;0;0;4389;1227;0;2398;0;5080;0;0;0;0;0;4995;2022;3202;0;4659;1244;0;2088;0;0;0;4862;1738;0;4461;5150;4958;0;0;0;1354;0;0;3497;2145;485;0;0;3421;2768;3778;3539;0;0;0;2883;4147;0;4077;0;798;4942;2;0;0;5105;0;3766;1574;0;3220;0;2633;4441;0;628;0;53;1266;0;1367;0;0;598;5064;4706;336;2199;0;0;982;3296;1358;3261;0;2211;0;0;0;0;0;721;83;0;0;1831;0;2494;3461;2213;2224;1448;4436;3965;0;0;0;3626;0;3538;523;0;0;0;166;0;0;4464;5051;2630;0;3135;0;1982;445;2326;208;4261;630;4503;129;0;4767;0;1217;2330;1918;0;1280;1566;0;0;1996;0;3139;1598;0;0;0;220;0;3015;0;2756;0;1811;1674;0;0;0;431;369;0;0;0;1384;3263;0;5123;5044;737;2100;0;3332;5159;0;2656;0;1349;0;0;2273;2817;0;0;4795;0;640;3530;754;1319;0;1411;466;0;0;0;0;0;0;0;1465;0;1161;3829;4325;0;1617;4812;0;1541;3306;4857;1109;0;2372;4550;0;0;0;0;635;0;3874;0;4746;0;0;0;713;0;4205;5155;4002;0;0;4861;0;0;0;2916;0;0;4784;0;0;0;4343;0;4222;0;0;2282;0;4770;0;0;4032;0;0;5064;896;929;4471;3279
4982;1981;4302;0;0;0;0;5160;3857;0;1974;131;0;4225;0;778;0;50;4748;0;0;2181;0;3089;0;0;0;0;1814;1439;0;0;0;3533;0;0;174;272;0;4026;1189;0;0;0;2887;1645;0;0;0;2947;4326;0;3751;0;4932;1525;0;5;200;0;0;1646;0;3122;0;0;0;0;2458;4659;0;4095;0;0;0;3962;1197;2906;0;2312;2291;2113;2808;0;0;3926;0;1312;0;0;0;1557;3939;0;0;0;0;0;0;0;0;0;0;0;1253;737;0;2376;2018;742;0;0;0;0;0;4189;0;0;0;0;3186;4581;3477;0;0;3877;0;110;0;0;4932;0;3012;0;2735;0;4070;5006;0;3131;0;0;4534;1394;2440;1299;0;2294;3290;363;2448;0;4700;0;0;2030;717;4755;0;1048;571;0;1146;3574;4161;0;0;0;1829;0;3650;3050;0;3841;0;934;0;328;2395;0;0;0;4602;2984;3403;2;0;1813;2843;1063;2745;0;0;707;1429;0;4660;0;0;2840;0;0;0;0;134;0;4439;0;1865;2102;0;0;1514;2134;0;0;0;5101;1467;1147;0;0;0;1638;0;0;4412;2493;2072;1094;2797;4796;671;0;0;0;3906;0;1199;1996;0;2441;0;331;3588;859;0;2134;0;0;4231;0;0;3361;506;0;0;0;0;0;2632;3564;0;0;2867;449;3387;0;4500;214;2064;0;0;0;0;0;346;0;0;0;5108;3655;0;4179;0;3295;3995;4312;1729;0;1362;3098;0;0;0;0;0;0;4782;1758;0;307;0;3544;0;2249;0;2320;63;4246;894;940;4264;1335;3458;1156;2257;2781;0;0;3321;697;2413;2141;0;0;0;4403;4812;0;0;0;1513;3110;5196;0;0;0;430;0;3546;0;4623;0;4351;4030;0;4799;0;0;0;0;277;2136;831;1069;0;5004;0;0;0;0;2942;0;5136;0;0;0;0;0;1013;1998;4252;0;0;811;0;0;3261;2655;4909;1001;0;5197;4260;0;3239;0;0;1224;0;0;0;0;2024;0;4913;1207;1731;4750;0;3353;0;0;0;4520;4998;0;0;0;620;0;0;0;0;808;0;4272;4111;2525;0;3452;5049;0;2229;3335;4183;3343;4406;2258;0;146;0;0;0;0;3830;0;0;3412;3656;0;1557;4055;2412;0;0;0;0;4280;0;4299;0;3530;3724;4543;0;3780;4268;2216;2963;1836;0;0;0;0;0;0;1227;0;1675;933;0;0;0;0;0;0;0;1403;3614;0;0;1850;3484;0;1250;5136;2424;516;0;146;0;4031;4131;0;0;1592;0;0;0;729;0;4614;0;3521;3263;3599;1473;594;1171;0;3009;0;744;0;2360;1308;0;0;105
0;0;0;3276;4052;0;2387;0;2661;0;1426;0;0;0;0;2141;0;0;0;0;426;2458;3049;0;4960;784;0;0;0;1121;1193;3479;3417;2404;720;794;0;1113;0;1998;4669;543;3653;0;0;0;1696;0;0;0;2899;2879;3832;2160;148;0;2111;4939;0;0;0;3450;2775;0;0;2630;2863;0;4334;4809;1192;2148;1118;4395;0;1361;3038;3234;0;0;0;0;0;479;1231;0;0;0;0;4228;320;0;4971;3345;0;1137;4876;4546;0;0;0;0;848;4518;0;4556;2477;1938;0;0;0;0;1485;4467;3404;2103;0;0;0;0;628;0;1256;0;0;2804;4937;0;3405;0;2325;3142;1811;0;5207;1759;0;3042;0;2941;2432;0;2525;4526;0;0;1925;0;4469;0;4994;0;1893;0;3005;0;0;512;0;4327;0;0;2796;0;0;0;0;770;0;0;0;964;2253;0;0;5007;0;4629;191;1488;0;0;3094;0;3271;0;0;3742;2689;0;4185;0;3614;0;2447;5132;0;4612;603;4052;0;0;0;0;0;805;4641;416;0;0;0;302;0;4672;0;102;0;0;4203;0;0;0;984;0;0;0;0;0;4747;0;1801;1707;986;0;445;4542;0;4054;1714;2573;5123;0;4777;4945;3567;2837;2608;667;5190;744;0;0;0;3681;2430;1761;0;496;0;0;0;0;0;0;0;5156;0;0;1682;3271;0;3280;0;3177;4829;0;4217;0;0;0;0;0;2252;0;2626;223;4802;0;5110;0;590;3532;0;3957;0;4152;0;0;0;0;0;791;0;1966;0;2150;0;2414;0;0;0;3313;5173;512;4919;1015;0;0;2433;2410;0;2540;4762;0;1677;0;0;3218;4868;0;0;0;3817;0;3719;0;4062;0;0;4823;0;0;2872;1428;1959;0;0;4268;0;3290;0;0;1720;2154;0;211;1484;0;906;3099;589;2627;368;1282;3150;1010;1152;0;0;0;0;0;0;3862;3727;0;3588;0;2501;2611;963;0;2951;0;0;2038;1382;0;490;0;689;3694;4630;0;0;942;0;4940;623;0;0;2341;0;4130;0;3884;2771;0;3050;0;1720;4663;0;0;0;1955;0;4682;0;1734;356;2788;1617;0;4564;0;2236;0;0;0;2212;0;0;1343;0;0;0;0;0;5033;4464;1854;0;4412;0;425;3431;4826;2650;2019;0;0;0;0;3518;0;4755;0;0;1292;1249;828;0;0;0;3042;653;1301;0;4760;0;0;3064;231;0;2019;1145;0;2658;0;0;2925;2442;2441;4024;0;0;866;731;0;0;989;3067;1498;1827;0;0;4966;0;4855;0;4614;4370;4868;0;3094;1534;0;0;1650;501;0;4644;2119;3672;4823;0;0;1172;4300;0
4990;434;3069;3748;2183;0;3259;3355;4377;3789;0;3302;0;2912;4195;0;2223;4645;0;4673;2707;4886;3670;0;0;0;4057;0;259;0;921;0;2772;1927;0;1122;65;3861;4728;504;3379;0;0;3352;0;0;0;5209;0;0;4874;2870;0;0;3897;0;0;4645;0;930;1029;3752;806;0;4694;4253;0;0;1023;4782;2930;1540;3621;0;0;3749;0;0;0;0;3058;2949;1429;0;0;0;0;0;0;2877;0;0;2921;0;2818;0;0;4310;0;2748;3712;2195;4104;0;0;0;0;767;1544;0;1513;2334;1381;0;0;0;1505;0;0;0;0;0;0;0;0;4079;2401;0;0;2070;195;0;1242;46;0;586;0;3615;4271;0;0;4851;1616;0;0;317;3533;2755;0;0;0;4555;3906;5035;0;0;4815;0;2001;19;1065;4254;0;0;1263;0;1427;0;3035;4804;0;262;0;0;0;0;0;0;0;322;2191;490;0;0;0;896;4519;1504;0;0;3452;0;0;0;0;0;0;1950;0;0;4088;0;0;2661;4945;991;324;0;0;0;886;202;0;0;0;0;0;1201;0;4850;0;325;0;0;0;0;0;0;0;312;0;2528;411;4913;0;0;2811;0;0;0;4141;0;1996;0;0;34;2530;881;0;2886;834;0;0;4334;263;2549;0;4782;193;0;3077;0;2193;0;0;864;0;2056;0;0;336;0;0;0;0;4607;944;1966;2119;0;126;1728;232;0;4156;0;314;0;0;0;0;1249;0;2739;0;3441;3391;0;0;0;0;3119;4816;0;2642;3845;0;0;1035;0;1204;1796;0;2961;341;0;1895;0;0;111;0;1781;0;0;1176;4048;698;2871;1457;1748;4981;3253;1088;2217;0;0;0;5094;0;0;4496;0;0;0;0;0;0;0;0;0;4499;2311;0;0;0;4885;914;0;1784;0;1513;0;1091;3995;0;0;0;1238;0;2059;0;0;0;0;4938;3732;4088;1897;3103;4641;2619;0;0;2648;0;0;659;4558;343;0;4340;0;0;3247;0;0;0;25;859;1467;1177;1317;3468;3025;0;590;0;0;0;1117;0;0;0;0;4329;0;1555;4107;492;0;0;2430;373;0;0;0;0;5015;4630;765;0;260;884;0;0;707;0;3973;151;2611;1159;0;285;102;0;1427;0;0;3800;159;1120;5127;902;0;0;0;4186;466;3875;2201;0;0;0;4642;1202;0;494;0;0;0;318;4065;4709;0;137;28;5196;0;5202;1357;4124;0;0;0;0;0;4437;3630;1792;0;0;0;2481;434;2184;0;0;0;0;3766;0;1321;0;0;194;0;3016;2237;2955;1639;3905;225;4650;0;0;4164;4989;3157;0;1478;0
0;2811;1237;0;3745;0;3602;701;0;0;0;0;2791;214;0;0;4836;0;3816;1454;0;1258;3409;0;3600;5114;4723;0;1255;0;0;2813;0;4458;0;27;0;0;4659;5043;3076;0;560;2148;0;0;624;0;1678;1236;0;2007;0;1624;4650;5153;869;3522;0;4525;2947;0;1910;4186;1593;0;0;3415;4473;0;0;4848;0;4545;1536;1693;0;0;1701;1292;1531;0;0;749;0;2499;4855;0;0;3161;495;4026;0;0;0;1470;0;3076;3637;4314;0;0;0;3927;0;0;2444;0;2806;0;2621;2470;0;0;4098;1643;3295;5189;0;0;0;1145;4578;0;3711;4605;981;3447;3366;4961;0;0;0;1591;778;0;0;0;0;3017;3000;2270;0;5056;3663;1449;0;0;2818;0;0;0;0;0;0;3022;2226;3114;4645;0;3461;3927;0;0;0;0;2099;0;1760;4405;356;0;0;0;0;2760;0;0;1268;140;4057;0;0;0;4449;299;1953;4902;3087;4714;2156;5198;4862;1673;0;5168;3209;4915;1554;0;0;1052;0;0;2437;0;3903;0;0;2596;1374;1777;0;2468;1988;2813;0;0;0;0;3176;396;0;1201;2539;0;885;1875;0;580;3890;978;2445;0;4736;0;0;5024;0;0;4877;0;0;0;4236;4356;2864;0;0;0;0;0;0;270;0;89;4757;4750;0;0;593;0;1512;0;0;0;0;3066;1668;3116;1432;4551;1697;1203;4459;0;2551;894;5076;0;0;0;0;1086;1881;0;2138;0;0;0;0;4372;4690;4713;0;2795;2671;0;0;0;0;911;0;134;0;3851;5139;0;1382;4129;4820;3704;3561;0;3160;887;0;0;2477;4967;1673;0;0;0;4685;816;0;955;0;201;0;527;0;0;0;0;2959;0;0;0;0;0;0;0;0;0;410;0;0;0;3339;2796;896;4815;776;0;0;0;0;0;0;0;3293;0;4647;0;3512;0;4030;1603;0;0;0;0;0;0;1569;1316;4122;0;0;3224;2145;0;0;0;0;0;0;1655;0;0;0;0;0;0;0;0;4008;0;2046;4984;0;0;0;3654;0;0;2753;3548;0;0;842;3522;3604;1152;573;0;4549;4415;0;2734;0;417;0;3908;0;0;3260;0;3930;1936;1659;1997;0;4524;1608;0;2747;1331;0;1451;417;0;0;825;2232;118;1861;0;972;0;2063;0;5074;0;1450;0;771;1644;0;0;0;2045;3571;4990;0;4207;3982;2898;3122;941;610;1591;3412;3223;0;0;1389;0;972;2318;176;0;0;0;3653;0;1027;3796;3070;2284;0;0;0;734;0;0;390;4074;1017;0;0;0;0;0;0;0;0;0;0;0;3253;2497;0;4217;0;5122;1249;3570;4417
